"Target Group";Subcamp;"Original Order Number";Country;"Troop Name";"Kid ID Code"
SC1_G151;1;IST-81258;"Czech Republic";Blaník;byYo4xPJ-3
SC1_G151;1;IST-54674;"Czech Republic";Stopa;Y2G6AEO9-4
SC1_G151;1;IST-54674;"Czech Republic";Stopa;IN9mqARS-3
SC1_G151;1;IST-22412;Poland;"Łosie z Górnej półki";q6XwwFlo-7
SC1_G152;1;IST-20772;Poland;"Płomienne Zorze";IelW1mB1-2
SC1_G152;1;IST-20772;Poland;"Płomienne Zorze";PiGGZ4Zb-3
SC1_G152;1;;Poland;;AFBbTkpG-24
SC1_G152;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";SlTIxhTd-36
SC1_G152;1;IST-21261;Germany;"DPSG Moers St. Josef";ylSaexlB-6
SC1_G152;1;IST-90673;"The Netherlands";"Sc.Burg.Welschen Meerhoven";zgYeZzBA-35
SC1_G152;1;IST-21261;Germany;"DPSG Moers St. Josef";M7vDVfzM-7
SC1_G152;1;;Poland;;WxgeGotM-25
SC1_G152;1;IST-20772;Poland;"Płomienne Zorze";hClJqqFd-1
SC1_G153;1;IST-13423;Germany;"DPSG Phönix Bonn";W7dIf2ZE-7
SC1_G153;1;IST-13423;Germany;"DPSG Phönix Bonn";VnL8pgd4-8
SC1_G153;1;IST-11133;Germany;"DPSG Kempen";T6ptRF7a-120
SC1_G153;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";nkxSTjDt-19
SC1_G153;1;IST-18637;Poland;Gwardians;tf45YLkO-8
SC1_G153;1;IST-18637;Poland;Gwardians;BFSY92d3-7
SC1_G153;1;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";6q2wBoTk-20
SC1_G153;1;IST-11133;Germany;"DPSG Kempen";tM6lUvcS-121
SC1_G153;1;IST-11233;"The Netherlands";"Scouting Uotha";KJCkTSi4-23
SC1_G153;1;IST-11233;"The Netherlands";"Scouting Uotha";4g8zBWfs-24
SC1_G154;1;IST-21250;"Czech Republic";"Ústecká dvojka";4gITIWbM-18
SC1_G154;1;IST-19439;Poland;Nebula;NfSNuVuZ-13
SC1_G154;1;IST-21250;"Czech Republic";"Ústecká dvojka";SSutpByk-17
SC1_G154;1;IST-64029;"United States";"1920G- Boy Scouts of America";yFwA2ZpJ-12
SC1_G154;1;IST-13152;"The Netherlands";"Scouting Groessen";NFi5EdSP-12
SC1_G154;1;IST-13152;"The Netherlands";"Scouting Groessen";WGsvGERJ-13
SC1_G154;1;IST-46593;Germany;"DPSG Wegberg";CyGedm4y-4
SC1_G154;1;IST-64029;"United States";"1920G- Boy Scouts of America";laF2Of9h-13
SC1_G154;1;IST-46593;Germany;"DPSG Wegberg";B3Xq111I-3
SC1_G154;1;IST-19439;Poland;Nebula;Dg3lfOpT-14
SC1_G155;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";H9kgjI9m-13
SC1_G155;1;IST-13607;"United States";"Troop 12";4vvLdopQ-19
SC1_G155;1;IST-13607;"United States";"Troop 12";zWN5gLlP-18
SC1_G155;1;IST-27230;"The Netherlands";"De Peelspeurders";UblLxjH5-38
SC1_G155;1;IST-27230;"The Netherlands";"De Peelspeurders";fXxULnX1-37
SC1_G155;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";X1jE79Oc-12
SC1_G155;1;IST-31679;Poland;"74 GDH „Kotwice”";Z6bORdk6-2
SC1_G155;1;IST-31679;Poland;"74 GDH „Kotwice”";tErgyuVs-1
SC1_G155;1;IST-11133;GB;"DPSG Kempen";wej8LON8-160
SC1_G155;1;IST-11133;GB;"DPSG Kempen";5RgUNcW6-161
SC1_G156;1;IST-13297;"The Netherlands";"Scouting Den Oever";Sqh54seQ-18
SC1_G156;1;IST-11762;"Czech Republic";JK;KttYlMzB-17
SC1_G156;1;IST-11133;Germany;"DPSG Kempen";EfQrWu69-29
SC1_G156;1;IST-11762;"Czech Republic";JK;iQC0my06-18
SC1_G156;1;IST-13297;"The Netherlands";"Scouting Den Oever";x13iikZK-19
SC1_G156;1;IST-40890;"United States";303;IYsVcX8e-1
SC1_G156;1;IST-40890;"United States";303;eSwFFLh7-2
SC1_G156;1;IST-11133;Germany;"DPSG Kempen";BbWxu1lo-28
SC1_G156;1;IST-54674;"Czech Republic";Stopa;g5CGrz11-5
SC1_G156;1;IST-54674;"Czech Republic";Stopa;FEWFdIhy-6
SC1_G157;1;IST-20772;Poland;"Płomienne Zorze";X3GjwqLP-4
SC1_G157;1;IST-20772;Poland;"Płomienne Zorze";et2gzJWs-5
SC1_G157;1;IST-87889;"United States";"Girl Scouts of the USA";r8pAtswe-26
SC1_G157;1;IST-11133;Germany;"DPSG Kempen";hTJxnepR-122
SC1_G157;1;IST-11133;Germany;"DPSG Kempen";3C76S56l-123
SC1_G157;1;IST-22412;Poland;"Łosie z Górnej półki";jrAAHNGE-9
SC1_G157;1;IST-95252;"Czech Republic";"Anikrok a Dvojka";CTUP0vY2-2
SC1_G157;1;IST-95252;"Czech Republic";"Anikrok a Dvojka";OiasH0vj-1
SC1_G157;1;IST-87889;"United States";"Girl Scouts of the USA";J9EgkO8X-25
SC1_G157;1;IST-22412;Poland;"Łosie z Górnej półki";tY725N6p-8
SC1_G158;1;IST-66761;"Czech Republic";Devítky;gCZJf8dl-1
SC1_G158;1;IST-75688;"The Netherlands";"St. Rumoldus";4krOFyh3-2
SC1_G158;1;IST-75688;"The Netherlands";"St. Rumoldus";wtYABy8o-1
SC1_G158;1;IST-18637;Poland;Gwardians;fUt9rMxh-9
SC1_G158;1;IST-18637;Poland;Gwardians;KdaxhTg8-10
SC1_G158;1;IST-11233;"The Netherlands";"Scouting Uotha";jFey5w4v-25
SC1_G158;1;IST-11233;"The Netherlands";"Scouting Uotha";WwniN52h-26
SC1_G158;1;IST-66761;"Czech Republic";Devítky;gk9hjJDi-6
SC1_G158;1;IST-21250;"Czech Republic";"Ústecká dvojka";HD4ZWzTb-19
SC1_G158;1;IST-21250;"Czech Republic";"Ústecká dvojka";BpxZwUvF-20
SC1_G159;1;IST-46593;Germany;"DPSG Wegberg";ab4OlJyU-6
SC1_G159;1;IST-31679;Poland;"74 GDH „Kotwice”";qOOeFcU4-3
SC1_G159;1;IST-13152;"The Netherlands";"Scouting Groessen";p4iGttSa-15
SC1_G159;1;IST-13152;"The Netherlands";"Scouting Groessen";tWmn6bFs-14
SC1_G159;1;IST-46593;Germany;"DPSG Wegberg";G6GUGY8t-5
SC1_G159;1;IST-13423;Germany;"DPSG Phönix Bonn";1FfZhSve-9
SC1_G159;1;IST-31679;Poland;"74 GDH „Kotwice”";KP5QHvGl-4
SC1_G159;1;IST-13423;Germany;"DPSG Phönix Bonn";VLE9JuIe-10
SC1_G159;1;IST-19439;Poland;Nebula;xpYLyrga-16
SC1_G159;1;IST-19439;Poland;Nebula;flBcj7Bf-15
SC1_G16;1;IST-96201;Poland;"Czata wymiata";CsiPYYzI-12
SC1_G16;1;IST-97382;"The Netherlands";"Scouting Ewijk";x7Exe3ww-4
SC1_G16;1;IST-17058;"United States";"St. Bernhard";KDMXsO04-18
SC1_G16;1;IST-97382;"The Netherlands";"Scouting Ewijk";8E0rTz4v-3
SC1_G16;1;IST-11133;Germany;"DPSG Kempen";zkbqGQO2-66
SC1_G16;1;IST-11133;Germany;"DPSG Kempen";C7KItzhL-67
SC1_G16;1;IST-17058;"United States";"St. Bernhard";NnoBlxZX-19
SC1_G16;1;IST-96201;Poland;"Czata wymiata";gzd3nWiM-13
SC1_G16;1;IST-19148;"The Netherlands";"Scouting Polaris";HDgq9nyd-14
SC1_G16;1;IST-19148;"The Netherlands";"Scouting Polaris";A7KEzxEz-15
SC1_G160;1;IST-13297;"The Netherlands";"Scouting Den Oever";X269FUrV-21
SC1_G160;1;IST-27230;"The Netherlands";"De Peelspeurders";LA0I1Cgs-40
SC1_G160;1;IST-13607;"United States";"Troop 12";GeDypNga-21
SC1_G160;1;IST-13607;"United States";"Troop 12";5uStLNx3-20
SC1_G160;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";hjsIYDMx-14
SC1_G160;1;IST-64029;"United States";"1920G- Boy Scouts of America";m5yB2mH0-15
SC1_G160;1;IST-27230;"The Netherlands";"De Peelspeurders";bLJT2E0Z-39
SC1_G160;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";Tum69g8P-15
SC1_G160;1;IST-13297;"The Netherlands";"Scouting Den Oever";Mv9G0pyi-20
SC1_G160;1;IST-64029;"United States";"1920G- Boy Scouts of America";5TRAb36L-14
SC1_G161;1;IST-40890;"United States";303;YVkEdz4g-4
SC1_G161;1;IST-11133;GB;"DPSG Kempen";Pecqsnj4-162
SC1_G161;1;IST-54943;"Czech Republic";"AD FONTES";t5Nn4zz6-1
SC1_G161;1;IST-54943;"Czech Republic";"AD FONTES";tBIqZFeJ-2
SC1_G161;1;IST-87889;"United States";"Girl Scouts of the USA";C16vp5q0-28
SC1_G161;1;IST-16688;"Czech Republic";"Sopka Nová Paka";16mjVewW-2
SC1_G161;1;IST-11133;GB;"DPSG Kempen";PWzbRE5H-163
SC1_G161;1;IST-16688;"Czech Republic";"Sopka Nová Paka";wy4XEVA5-1
SC1_G161;1;IST-87889;"United States";"Girl Scouts of the USA";pGI7lUOJ-27
SC1_G161;1;IST-40890;"United States";303;D6pWUl53-3
SC1_G162;1;IST-31679;Poland;"74 GDH „Kotwice”";A7bfhWES-6
SC1_G162;1;IST-95252;"Czech Republic";"Anikrok a Dvojka";BD1yw3nv-4
SC1_G162;1;IST-11762;"Czech Republic";JK;a1bseRQi-19
SC1_G162;1;IST-31679;Poland;"74 GDH „Kotwice”";qjE8DdAd-5
SC1_G162;1;IST-11133;Germany;"DPSG Kempen";Tgv1MjUR-31
SC1_G162;1;IST-20772;Poland;"Płomienne Zorze";4qD8jS9w-6
SC1_G162;1;IST-95252;"Czech Republic";"Anikrok a Dvojka";aJrlKQHn-3
SC1_G162;1;IST-11762;"Czech Republic";JK;FoqCvS9i-20
SC1_G162;1;IST-20772;Poland;"Płomienne Zorze";xmXcu3pg-7
SC1_G162;1;IST-11133;Germany;"DPSG Kempen";GO704BTW-30
SC1_G163;1;IST-66761;"Czech Republic";Devítky;hKrL1U4m-3
SC1_G163;1;IST-11233;"The Netherlands";"Scouting Uotha";huj0lrvb-27
SC1_G163;1;IST-11233;"The Netherlands";"Scouting Uotha";3B3l8Zeo-28
SC1_G163;1;IST-11133;Germany;"DPSG Kempen";9ceRyVM6-125
SC1_G163;1;IST-11133;Germany;"DPSG Kempen";5DEwAye1-124
SC1_G163;1;IST-66761;"Czech Republic";Devítky;hQ5HlzZ1-2
SC1_G163;1;IST-22412;Poland;"Łosie z Górnej półki";qFEhXNnW-10
SC1_G163;1;IST-22412;Poland;"Łosie z Górnej półki";O5UVAvdy-11
SC1_G163;1;IST-18637;Poland;Gwardians;8irhx0bV-12
SC1_G163;1;IST-18637;Poland;Gwardians;qCpdajin-11
SC1_G164;1;IST-46593;Germany;"DPSG Wegberg";kSogtq6N-8
SC1_G164;1;IST-46593;Germany;"DPSG Wegberg";OGvIGszZ-7
SC1_G164;1;IST-75688;"The Netherlands";"St. Rumoldus";iBjHxvDC-4
SC1_G164;1;IST-33514;Poland;"FDDH 1";BssN3cc2-3
SC1_G164;1;IST-33514;Poland;"FDDH 1";aaIFuE05-1
SC1_G164;1;IST-13152;"The Netherlands";"Scouting Groessen";NbfVPO0m-17
SC1_G164;1;IST-13152;"The Netherlands";"Scouting Groessen";kYYH0Csn-16
SC1_G164;1;IST-75688;"The Netherlands";"St. Rumoldus";RQgr2L1c-3
SC1_G164;1;IST-33514;Poland;"FDDH 1";QOfLxoIJ-2
SC1_G165;1;IST-13423;Germany;"DPSG Phönix Bonn";mgwsKrO4-11
SC1_G165;1;IST-49187;"The Netherlands";"St. Stanislaus";X6oagW70-1
SC1_G165;1;IST-49187;"The Netherlands";"St. Stanislaus";DK4blDCp-2
SC1_G165;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";hJIuXln5-17
SC1_G165;1;IST-49187;"The Netherlands";"St. Stanislaus";ZeE3rcAq-3
SC1_G165;1;IST-13607;"United States";"Troop 12";yDJ5CxUR-23
SC1_G165;1;IST-13607;"United States";"Troop 12";yPkUTAlj-22
SC1_G165;1;IST-13423;Germany;"DPSG Phönix Bonn";1JkErSHS-12
SC1_G165;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";BylKIw6g-16
SC1_G166;1;IST-17338;"United States";"Wiesbaden Troop";YDTSNCO7-1
SC1_G166;1;IST-12821;"United States";"Atomic Tacos";fyuH8lC8-5
SC1_G166;1;IST-17335;"The Netherlands";"Scoutinggroep de Meuleberg";DjmfFmTZ-1
SC1_G166;1;IST-17335;"The Netherlands";"Scoutinggroep de Meuleberg";n6Ra3XQz-2
SC1_G166;1;IST-17335;"The Netherlands";"Scoutinggroep de Meuleberg";YokzhLOa-3
SC1_G166;1;IST-12821;"United States";"Atomic Tacos";bQtgLZV3-6
SC1_G166;1;IST-51638;"United States";"Scouting America Troop 325G";C9J0QtTV-10
SC1_G166;1;IST-51638;"United States";"Scouting America Troop 325G";vDHBm8jn-9
SC1_G166;1;IST-17338;"United States";"Wiesbaden Troop";82v4BInF-3
SC1_G166;1;IST-17338;"United States";"Wiesbaden Troop";AjEeyeYt-2
SC1_G167;1;IST-16688;"Czech Republic";"Sopka Nová Paka";Px2rtFM7-4
SC1_G167;1;IST-16688;"Czech Republic";"Sopka Nová Paka";efq6EjXf-3
SC1_G167;1;IST-40890;"United States";303;35IoHv8U-5
SC1_G167;1;IST-87889;"United States";"Girl Scouts of the USA";QTmopRiY-30
SC1_G167;1;IST-11133;GB;"DPSG Kempen";jdL47dVZ-165
SC1_G167;1;IST-11133;GB;"DPSG Kempen";JIBRhQUo-164
SC1_G167;1;IST-13297;"The Netherlands";"Scouting Den Oever";BfZEoH5f-22
SC1_G167;1;IST-13297;"The Netherlands";"Scouting Den Oever";lzZlTz4M-23
SC1_G167;1;IST-40890;"United States";303;XKzbrypb-6
SC1_G167;1;IST-87889;"United States";"Girl Scouts of the USA";bbHjfa2s-29
SC1_G168;1;IST-32540;"Czech Republic";Platan;QkDmpDAB-2
SC1_G168;1;IST-20023;"Czech Republic";"Děti přírody";zq5TvCfO-5
SC1_G168;1;IST-63079;Poland;"Zawiercie 1";8ywP0Eid-3
SC1_G168;1;IST-11133;Germany;"DPSG Kempen";kSb20CK6-57
SC1_G168;1;IST-11133;Germany;"DPSG Kempen";RDzITVxA-56
SC1_G168;1;IST-63079;Poland;"Zawiercie 1";g8AdvrhV-2
SC1_G168;1;IST-63079;Poland;"Zawiercie 1";Ayz8j6J4-1
SC1_G168;1;IST-32540;"Czech Republic";Platan;23BVaNyw-1
SC1_G168;1;IST-20023;"Czech Republic";"Děti přírody";nzryVoTU-4
SC1_G169;1;IST-54943;"Czech Republic";"AD FONTES";ciXnbxty-3
SC1_G169;1;IST-54943;"Czech Republic";"AD FONTES";jGCrFErq-4
SC1_G169;1;IST-11233;"The Netherlands";"Scouting Uotha";FNucyGTX-30
SC1_G169;1;IST-11233;"The Netherlands";"Scouting Uotha";yAl5mc8E-29
SC1_G169;1;IST-22412;Poland;"Łosie z Górnej półki";Olw5Z7C5-13
SC1_G169;1;IST-22412;Poland;"Łosie z Górnej półki";qvCG6U3a-12
SC1_G169;1;IST-11133;Germany;"DPSG Kempen";ERtniiBx-32
SC1_G169;1;IST-11133;Germany;"DPSG Kempen";OVPdPn3r-33
SC1_G169;1;IST-95252;"Czech Republic";"Anikrok a Dvojka";EC2PRRr7-5
SC1_G169;1;IST-95252;"Czech Republic";"Anikrok a Dvojka";1PEqN1Am-6
SC1_G17;1;IST-20119;Poland;"7 DH Arkana";ERZv1Rg2-12
SC1_G17;1;IST-20119;Poland;"7 DH Arkana";IGE2fNFP-13
SC1_G17;1;IST-17411;Germany;"Pfadfinder Erkelenz";WQ4YpxHA-1
SC1_G17;1;IST;Poland;Feniksiaki ;cPkbftZ1-6
SC1_G17;1;IST-33514;Poland;"FDDH 1";pMK4UImC-14
SC1_G17;1;IST-33514;Poland;"FDDH 1";ePF7n5er-15
SC1_G17;1;IST-11256;GB;"1st Maisons-Laffitte International";NL97Y91x-3
SC1_G17;1;IST-11256;GB;"1st Maisons-Laffitte International";NkDIjrhw-4
SC1_G17;1;IST;Poland;Feniksiaki ;1z2E2dCc-5
SC1_G17;1;IST-17411;Germany;"Pfadfinder Erkelenz";mloz1AaB-3
SC1_G17;1;IST-17411;Germany;"Pfadfinder Erkelenz";Mwxil9Wf-2
SC1_G170;1;IST-75688;"The Netherlands";"St. Rumoldus";u1B3hVrj-5
SC1_G170;1;IST-18637;Poland;Gwardians;osec3B1t-14
SC1_G170;1;IST-66761;"Czech Republic";Devítky;TlcQ6By0-4
SC1_G170;1;IST-18637;Poland;Gwardians;gcH0i9hD-13
SC1_G170;1;IST-46593;Germany;"DPSG Wegberg";hi52UrdO-10
SC1_G170;1;IST-11133;Germany;"DPSG Kempen";QOd2OhxY-126
SC1_G170;1;IST-46593;Germany;"DPSG Wegberg";B6LtaXzO-9
SC1_G170;1;IST-11133;Germany;"DPSG Kempen";mN05qpv9-127
SC1_G170;1;IST-66761;"Czech Republic";Devítky;EjRCZD6t-5
SC1_G170;1;IST-75688;"The Netherlands";"St. Rumoldus";GSNsFtNJ-6
SC1_G171;1;IST-13423;Germany;"DPSG Phönix Bonn";4XXY9aDn-13
SC1_G171;1;IST-31679;Poland;"74 GDH „Kotwice”";37AExMP1-7
SC1_G171;1;IST-31679;Poland;"74 GDH „Kotwice”";QQWEcP6e-8
SC1_G171;1;IST-13152;"The Netherlands";"Scouting Groessen";xc4SUioI-19
SC1_G171;1;IST-13152;"The Netherlands";"Scouting Groessen";ab7K2I8d-18
SC1_G171;1;IST-33514;Poland;"FDDH 1";AHqGg1yi-5
SC1_G171;1;IST-33514;Poland;"FDDH 1";xriEvLRT-4
SC1_G171;1;IST-13607;"United States";"Troop 12";OQzbbzEg-24
SC1_G171;1;IST-13607;"United States";"Troop 12";vU7Z5tae-25
SC1_G171;1;IST-13423;Germany;"DPSG Phönix Bonn";jNbEkqt9-14
SC1_G172;1;IST-17338;"United States";"Wiesbaden Troop";rPtKurPt-4
SC1_G172;1;IST-49187;"The Netherlands";"St. Stanislaus";g2W8EJ96-5
SC1_G172;1;IST-16688;"Czech Republic";"Sopka Nová Paka";ls89orMh-6
SC1_G172;1;IST-49187;"The Netherlands";"St. Stanislaus";yzofbfVS-4
SC1_G172;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";Na4TUDOw-18
SC1_G172;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";nbmCPhbs-19
SC1_G172;1;IST-13297;"The Netherlands";"Scouting Den Oever";ikI7a0IP-24
SC1_G172;1;IST-13297;"The Netherlands";"Scouting Den Oever";Wp5RJ7YA-25
SC1_G172;1;IST-16688;"Czech Republic";"Sopka Nová Paka";yONhLvCA-5
SC1_G172;1;IST-17338;"United States";"Wiesbaden Troop";K1qgmbIg-5
SC1_G173;1;IST-87889;"United States";"Girl Scouts of the USA";Wz37ljVo-32
SC1_G173;1;IST-63079;Poland;"Zawiercie 1";0vP3yo0D-5
SC1_G173;1;IST-63079;Poland;"Zawiercie 1";vL5gVVve-4
SC1_G173;1;IST-40890;"United States";303;rFnyRW3c-7
SC1_G173;1;IST-40890;"United States";303;Rj9uHVYn-8
SC1_G173;1;IST-87889;"United States";"Girl Scouts of the USA";KIbFdlbH-31
SC1_G173;1;IST-54943;"Czech Republic";"AD FONTES";bNi3kCOk-5
SC1_G173;1;IST-54943;"Czech Republic";"AD FONTES";eF9xR1Zs-6
SC1_G173;1;IST-11133;GB;"DPSG Kempen";iujPcv9g-167
SC1_G173;1;IST-11133;GB;"DPSG Kempen";OB09t11K-166
SC1_G174;1;IST-11233;"The Netherlands";"Scouting Uotha";y7lSRVVC-31
SC1_G174;1;IST-10409;Poland;Dianthus;SLuU9gNJ-2
SC1_G174;1;IST-11133;Germany;"DPSG Kempen";b4EFOBtZ-34
SC1_G174;1;IST-32540;"Czech Republic";Platan;uVvwAOH2-4
SC1_G174;1;IST-11233;"The Netherlands";"Scouting Uotha";q58kgVpK-32
SC1_G174;1;IST-11133;Germany;"DPSG Kempen";dgCxA201-35
SC1_G174;1;IST-10409;Poland;Dianthus;Bzj0lTod-1
SC1_G174;1;IST-95252;"Czech Republic";"Anikrok a Dvojka";8hBjg3nY-8
SC1_G174;1;IST-95252;"Czech Republic";"Anikrok a Dvojka";t0dIwmPz-7
SC1_G174;1;IST-32540;"Czech Republic";Platan;JE7aezdy-3
SC1_G175;1;IST-96201;Poland;"Czata wymiata";SXi8oaBW-6
SC1_G175;1;IST-92152;"Czech Republic";"Orion Kladno";OLHwZKAM-2
SC1_G175;1;IST-10548;Poland;"Polish Eagles";jaNuMd6m-1
SC1_G175;1;IST-10548;Poland;"Polish Eagles";z4XW1bfn-2
SC1_G175;1;IST-10548;Poland;"Polish Eagles";yV1L8foL-3
SC1_G175;1;IST-97908;"Czech Republic";Artemis/Ontario;62OCeYkQ-13
SC1_G175;1;IST-96201;Poland;"Czata wymiata";Digyi9Nj-7
SC1_G175;1;IST-97908;"Czech Republic";Artemis/Ontario;BS39gANe-14
SC1_G175;1;IST-92152;"Czech Republic";"Orion Kladno";McNychl5-1
SC1_G176;1;;Poland;;pQ3z0Aws-27
SC1_G176;1;IST-75688;"The Netherlands";"St. Rumoldus";r7S2Qp0I-8
SC1_G176;1;IST-46593;Germany;"DPSG Wegberg";qmH2x3gX-11
SC1_G176;1;IST-75688;"The Netherlands";"St. Rumoldus";PiOQtBA0-7
SC1_G176;1;IST-46593;Germany;"DPSG Wegberg";83Iubxio-12
SC1_G176;1;;Poland;;jDjHH8If-26
SC1_G176;1;IST-20119;Poland;"7 DH Arkana";wZHRKbKd-3
SC1_G176;1;IST-20119;Poland;"7 DH Arkana";JCrAx9Km-2
SC1_G176;1;IST-20119;Poland;"7 DH Arkana";A8wNKFxZ-1
SC1_G177;1;IST-13152;"The Netherlands";"Scouting Groessen";lw0cfQMd-21
SC1_G177;1;IST-13152;"The Netherlands";"Scouting Groessen";p0HKzogN-20
SC1_G177;1;IST-66761;"Czech Republic";Devítky;rDeH1IUX-8
SC1_G177;1;IST-66761;"Czech Republic";Devítky;93uJYcf7-7
SC1_G177;1;IST-11133;Germany;"DPSG Kempen";oMgsrXf0-128
SC1_G177;1;IST-11133;Germany;"DPSG Kempen";Exhhj9LT-129
SC1_G177;1;IST-13607;"United States";"Troop 12";LZYJn8XB-26
SC1_G177;1;IST-13607;"United States";"Troop 12";cFkiSfnL-27
SC1_G177;1;IST-13423;Germany;"DPSG Phönix Bonn";uIFKY3uy-16
SC1_G177;1;IST-13423;Germany;"DPSG Phönix Bonn";cdeez9gx-15
SC1_G178;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";DL60R33g-21
SC1_G178;1;IST-18992;"The Netherlands";"Scouting St. Martinus";SLHQj4rE-2
SC1_G178;1;IST-17338;"United States";"Wiesbaden Troop";0u7iCnpl-6
SC1_G178;1;IST-17338;"United States";"Wiesbaden Troop";EwFJhtHJ-7
SC1_G178;1;IST-33514;Poland;"FDDH 1";te97Y12V-7
SC1_G178;1;IST-33514;Poland;"FDDH 1";gya3rrsU-6
SC1_G178;1;IST-12385;Germany;"Stamm Ostgoten/Rheinbezirk";hQ20gfoB-20
SC1_G178;1;IST-16688;"Czech Republic";"Sopka Nová Paka";l9LIQxnB-8
SC1_G178;1;IST-16688;"Czech Republic";"Sopka Nová Paka";2zXjwOPU-7
SC1_G178;1;IST-18992;"The Netherlands";"Scouting St. Martinus";4zkHqkwo-1
SC1_G179;1;IST-17335;"The Netherlands";"Scoutinggroep de Meuleberg";noxSvk1R-5
SC1_G179;1;IST-17335;"The Netherlands";"Scoutinggroep de Meuleberg";Lq7Gv03q-4
SC1_G179;1;IST-11133;GB;"DPSG Kempen";rEtGBTPD-168
SC1_G179;1;IST-11133;GB;"DPSG Kempen";rVrPYc14-169
SC1_G179;1;IST-63079;Poland;"Zawiercie 1";2hyQGdhx-6
SC1_G179;1;IST-12948;"United States";Troop;Hk5bmrv8-3
SC1_G179;1;IST-12948;"United States";Troop;dX0t1Nxe-2
SC1_G179;1;IST-12948;"United States";Troop;p3QcCi0G-1
SC1_G179;1;IST-63079;Poland;"Zawiercie 1";RuIYLUfg-7
SC1_G18;1;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";qKSK3sjL-22
SC1_G18;1;IST-17338;"United States";"Wiesbaden Troop";UvVQQlHL-19
SC1_G18;1;IST-31582;Germany;"Stamm von Berg";lDs3h432-1
SC1_G18;1;IST-17338;"United States";"Wiesbaden Troop";WK7IfYpS-18
SC1_G18;1;IST-21179;"Czech Republic";"2. Oddíl (DSS)";JTxS2zuC-3
SC1_G18;1;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";VvSknIyF-23
SC1_G18;1;IST-21179;"Czech Republic";"2. Oddíl (DSS)";T9HNQF7I-4
SC1_G18;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";g7jqpiu9-21
SC1_G18;1;IST-23477;Luxembourg;"DPSG Stamm Alzenau";HSdMMjMV-20
SC1_G18;1;IST-31582;Germany;"Stamm von Berg";CD7VIIst-2
SC1_G180;1;IST-70768;"The Netherlands";"Intercamp Nederland";m07qw5zU-1
SC1_G180;1;IST-70768;"The Netherlands";"Intercamp Nederland";DLRGV2By-3
SC1_G180;1;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";hsqRXmzH-16
SC1_G180;1;IST-32540;"Czech Republic";Platan;uHXktQRW-6
SC1_G180;1;IST-32540;"Czech Republic";Platan;R3r9xGIk-5
SC1_G180;1;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";7PiW9OOh-17
SC1_G180;1;IST-11133;Germany;"DPSG Kempen";UOG26YSK-58
SC1_G180;1;IST-11133;Germany;"DPSG Kempen";WtDBWpCA-59
SC1_G180;1;IST-70768;"The Netherlands";"Intercamp Nederland";ku5vK6vJ-2
SC1_G181;1;IST-49187;"The Netherlands";"St. Stanislaus";VTLCTYzf-7
SC1_G181;1;IST-95252;"Czech Republic";"Anikrok a Dvojka";4c8QNYzj-9
SC1_G181;1;IST-95252;"Czech Republic";"Anikrok a Dvojka";5krinoXE-10
SC1_G181;1;IST-11133;Germany;"DPSG Kempen";lMRRaoSN-130
SC1_G181;1;IST-11133;Germany;"DPSG Kempen";PCbTPMrM-131
SC1_G181;1;IST-46593;Germany;"DPSG Wegberg";pI53GQY1-13
SC1_G181;1;IST-46593;Germany;"DPSG Wegberg";D0BGCKUj-14
SC1_G181;1;IST-10548;Poland;"Polish Eagles";RWanniuG-4
SC1_G181;1;IST-10548;Poland;"Polish Eagles";LnO8Mo2H-5
SC1_G181;1;IST-49187;"The Netherlands";"St. Stanislaus";IK5UPcgV-6
SC1_G182;1;IST-75688;"The Netherlands";"St. Rumoldus";WA75scgY-9
SC1_G182;1;IST-11133;Germany;"DPSG Kempen";cOuHNM6z-36
SC1_G182;1;IST-20119;Poland;"7 DH Arkana";vcZIOk4P-4
SC1_G182;1;IST-54943;"Czech Republic";"AD FONTES";yAA4jmLn-7
SC1_G182;1;IST-54943;"Czech Republic";"AD FONTES";exk7pKG5-8
SC1_G182;1;IST-13607;"United States";"Troop 12";oSIWXdMP-29
SC1_G182;1;IST-20119;Poland;"7 DH Arkana";nMVPU6Fk-5
SC1_G182;1;IST-75688;"The Netherlands";"St. Rumoldus";ulCEOPur-10
SC1_G182;1;IST-13607;"United States";"Troop 12";reSRPLmV-28
