"Target Group";Subcamp;"Original Order Number";Country;"Troop Name";"Kid ID Code"
SC2_G46;2;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";hDSodnAv-3
SC2_G46;2;IST-20570;Poland;Granda;WqOaImNy-5
SC2_G46;2;IST-11133;Germany;"DPSG Kempen";dRFe4cFH-45
SC2_G47;2;IST-11133;Germany;"DPSG Kempen";3WrHYEXh-85
SC2_G47;2;IST-18688;"Czech Republic";Core;4OovRH0b-14
SC2_G47;2;IST-18688;"Czech Republic";Core;q5ZFKMqB-13
SC2_G47;2;IST-11133;Germany;"DPSG Kempen";hwIFS07A-29
SC2_G47;2;IST-11133;Germany;"DPSG Kempen";mBKHR3cY-28
SC2_G47;2;IST-64029;"United States";"1920G- Boy Scouts of America";buPtjjCK-13
SC2_G47;2;IST-17058;Germany;"St. Bernhard";G57MYPok-12
SC2_G47;2;IST-17058;Germany;"St. Bernhard";w4qjR0bp-13
SC2_G47;2;IST-64029;"United States";"1920G- Boy Scouts of America";U7abNSQm-12
SC2_G47;2;IST-11133;Germany;"DPSG Kempen";poQ7yUyD-84
SC2_G48;2;IST-11133;Germany;"DPSG Kempen";bwJUpWDV-68
SC2_G48;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";Q1yByXTd-1
SC2_G48;2;IST-87889;"United States";"Girl Scouts of the USA";24DUYbW0-9
SC2_G48;2;IST-19283;"Czech Republic";Stopaři;Y3YhSJNe-8
SC2_G48;2;IST-19768;"United States";"Troop 681 Basel";fYOErTwA-5
SC2_G48;2;IST-19283;"Czech Republic";Stopaři;Y4hyYqJX-7
SC2_G48;2;IST-87889;"United States";"Girl Scouts of the USA";JxQQsnw0-10
SC2_G48;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";0LEooEbu-2
SC2_G48;2;IST-19768;"United States";"Troop 681 Basel";Sh1w4qVQ-4
SC2_G48;2;IST-11133;Germany;"DPSG Kempen";hLViindc-69
SC2_G49;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";2ipBhfKL-8
SC2_G49;2;IST-11133;Germany;"DPSG Kempen";MjhHSL8S-71
SC2_G49;2;IST-11133;Germany;"DPSG Kempen";ltRLWgXT-70
SC2_G49;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";QUhRB7g3-7
SC2_G49;2;IST-17338;"United States";"Wiesbaden Troop";moFRmRja-24
SC2_G49;2;IST-17338;"United States";"Wiesbaden Troop";alv5PsGn-25
SC2_G49;2;IST-75688;"The Netherlands";"St. Rumoldus";t6jGUfFI-14
SC2_G49;2;IST-75688;"The Netherlands";"St. Rumoldus";adTbmBP6-13
SC2_G49;2;IST-11217;Poland;"424 DS ""Żywioły""";aMwiR834-7
SC2_G49;2;IST-11217;Poland;"424 DS ""Żywioły""";ZqTUyGUV-6
SC2_G50;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";ks1pBJVQ-10
SC2_G50;2;IST-10147;Poland;"Zawiercie 2";bQbtNLHB-1
SC2_G50;2;IST-11133;GB;"DPSG Kempen";XMj8c7bI-174
SC2_G50;2;IST-10147;Poland;"Zawiercie 2";5gnjHfKd-3
SC2_G50;2;IST-87889;"United States";"Girl Scouts of the USA";3bZjOqZC-25
SC2_G50;2;IST-87889;"United States";"Girl Scouts of the USA";V2SC0Cgg-26
SC2_G50;2;IST-10147;Poland;"Zawiercie 2";q0BFhwwE-2
SC2_G50;2;IST-11133;GB;"DPSG Kempen";EKqoxGQq-175
SC2_G50;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";R4SNgVfr-9
SC2_G51;2;IST-11133;GB;"DPSG Kempen";VXttS05Y-140
SC2_G51;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";0CWIHHZW-7
SC2_G51;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";58IgY0PM-6
SC2_G51;2;IST-11133;GB;"DPSG Kempen";IZzJM3Vo-141
SC2_G51;2;IST-11133;Germany;"DPSG Kempen";omPRhl9H-87
SC2_G51;2;IST-11133;Germany;"DPSG Kempen";gCAfqDNa-86
SC2_G51;2;IST-46593;Germany;"DPSG Wegberg";4WcfKDdP-17
SC2_G51;2;IST-46593;Germany;"DPSG Wegberg";xUGVmMvP-18
SC2_G51;2;IST-17214;Poland;HSDeserterki;fKyjCpmi-4
SC2_G51;2;IST-17214;Poland;HSDeserterki;TV3wgMGA-5
SC2_G52;2;IST-18979;Belgium;"Central Brussels Scouts";QhdjKtAp-14
SC2_G52;2;IST-18637;Poland;Gwardians;dQRn5hsY-12
SC2_G52;2;IST-18637;Poland;Gwardians;tIeVLelQ-11
SC2_G52;2;IST-84861;"Czech Republic";Třebechovice;syIPbR5r-1
SC2_G52;2;IST-84861;"Czech Republic";Třebechovice;gsCU4adZ-2
SC2_G52;2;IST-11133;Germany;"DPSG Kempen";ztZq3nVi-89
SC2_G52;2;IST-11133;Germany;"DPSG Kempen";yg02x6Y5-88
SC2_G52;2;IST-18979;Belgium;"Central Brussels Scouts";UbZSTybT-15
SC2_G52;2;IST-11133;GB;"DPSG Kempen";fkl4G5Ua-163
SC2_G52;2;IST-11133;GB;"DPSG Kempen";8pTAegCj-162
SC2_G53;2;IST-87889;"United States";"Girl Scouts of the USA";8Bm1g2wm-11
SC2_G53;2;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";E6SXfR6P-5
SC2_G53;2;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";JxHdfkZ8-4
SC2_G53;2;IST-11133;GB;"DPSG Kempen";iPeaS7O0-189
SC2_G53;2;IST-11133;GB;"DPSG Kempen";19URC9IQ-188
SC2_G53;2;IST-64335;"Czech Republic";"Středisko Severka";JnTP5Uxy-11
SC2_G53;2;IST-11133;Germany;"DPSG Kempen";L89EFsud-90
SC2_G53;2;IST-11133;Germany;"DPSG Kempen";sNiDdQ7c-91
SC2_G53;2;IST-64335;"Czech Republic";"Středisko Severka";JzLyj3PI-10
SC2_G53;2;IST-87889;"United States";"Girl Scouts of the USA";rNFyiz4g-12
SC2_G54;2;IST-64029;"United States";"1920G- Boy Scouts of America";cPCGcYJ0-14
SC2_G54;2;IST-17058;Germany;"St. Bernhard";WvZLNh75-14
SC2_G54;2;IST-11133;Germany;"DPSG Kempen";uua0JN6y-93
SC2_G54;2;IST-11133;Germany;"DPSG Kempen";vTJMEB6y-92
SC2_G54;2;IST-64029;"United States";"1920G- Boy Scouts of America";sLZ4RZOr-15
SC2_G54;2;IST-17058;Germany;"St. Bernhard";tqGQEuH1-15
SC2_G54;2;IST-18688;"Czech Republic";Core;QGhAvdy5-15
SC2_G54;2;IST-11133;Germany;"DPSG Kempen";oRVqnpIJ-31
SC2_G54;2;IST-18688;"Czech Republic";Core;NlrgPMBl-16
SC2_G54;2;IST-11133;Germany;"DPSG Kempen";JG5ZJyis-30
SC2_G55;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";sS7gjIEI-10
SC2_G55;2;IST-19768;"United States";"Troop 681 Basel";1ljhTUJD-7
SC2_G55;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";489TJXTj-3
SC2_G55;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";F03w0RYo-4
SC2_G55;2;IST-19283;"Czech Republic";Stopaři;lTMEVcWI-9
SC2_G55;2;IST-19283;"Czech Republic";Stopaři;zOyhiCdl-10
SC2_G55;2;IST-19768;"United States";"Troop 681 Basel";flTT20Kc-6
SC2_G55;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";48G25xsa-9
SC2_G55;2;IST-11133;Germany;"DPSG Kempen";F2crcAW3-72
SC2_G55;2;IST-11133;Germany;"DPSG Kempen";PrAgULsS-73
SC2_G56;2;IST-75688;"The Netherlands";"St. Rumoldus";Xyyl1wHK-16
SC2_G56;2;IST-19596;"United States";"Troop 240";oPlHHvbw-3
SC2_G56;2;IST-19596;"United States";"Troop 240";mCVYrL6D-2
SC2_G56;2;IST-19596;"United States";"Troop 240";Dtq8TAJ2-1
SC2_G56;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";45yZNjHL-24
SC2_G56;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";KhcI3ZW9-23
SC2_G56;2;IST-75688;"The Netherlands";"St. Rumoldus";QiBzZU2k-15
SC2_G56;2;IST-11217;Poland;"424 DS ""Żywioły""";Ata4Pwm8-8
SC2_G56;2;IST-11217;Poland;"424 DS ""Żywioły""";mbirqswf-9
SC2_G57;2;IST-10147;Poland;"Zawiercie 2";x9pvHoXY-5
SC2_G57;2;IST-11133;GB;"DPSG Kempen";bZTw1mSA-165
SC2_G57;2;IST-33514;Poland;"FDDH 1";ZKQWrXnj-2
SC2_G57;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";tsXaiVq2-8
SC2_G57;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";CpoTFuxq-9
SC2_G57;2;IST-11133;GB;"DPSG Kempen";hyw7Dyqo-164
SC2_G57;2;IST-33514;Poland;"FDDH 1";HkDMg6KU-1
SC2_G57;2;IST-33514;Poland;"FDDH 1";vDheUWb8-3
SC2_G57;2;IST-10147;Poland;"Zawiercie 2";sftl5qYa-4
SC2_G58;2;IST-84861;"Czech Republic";Třebechovice;WYNmNNck-3
SC2_G58;2;IST-46593;Germany;"DPSG Wegberg";aGrhBwk8-19
SC2_G58;2;IST-84861;"Czech Republic";Třebechovice;2Eq2Zz3W-4
SC2_G58;2;IST-11133;GB;"DPSG Kempen";vqbsxZfK-142
SC2_G58;2;IST-18637;Poland;Gwardians;jBytLBoZ-13
SC2_G58;2;IST-11133;GB;"DPSG Kempen";Rm2bLaj0-143
SC2_G58;2;IST-11133;Germany;"DPSG Kempen";JYyt46Du-95
SC2_G58;2;IST-11133;Germany;"DPSG Kempen";2Amo53y3-94
SC2_G58;2;IST-18637;Poland;Gwardians;1jWI6hJ1-14
SC2_G58;2;IST-46593;Germany;"DPSG Wegberg";16uXY7Wq-20
SC2_G59;2;IST-64335;"Czech Republic";"Středisko Severka";6JWgdmVb-12
SC2_G59;2;IST-11133;Germany;"DPSG Kempen";ucBnEHhx-1
SC2_G59;2;IST-11133;Germany;"DPSG Kempen";CrjFT79X-2
SC2_G59;2;IST-11133;Germany;"DPSG Kempen";zXyfcVMT-3
SC2_G59;2;IST-95976;Belgium;"Brussels Explorers";ytBAA53k-2
SC2_G59;2;IST-95976;Belgium;"Brussels Explorers";9BbBJC7r-1
SC2_G59;2;IST-84861;"Czech Republic";Třebechovice;BsyYP37Y-18
SC2_G59;2;IST-84861;"Czech Republic";Třebechovice;zym8cK8p-17
SC2_G59;2;IST-64335;"Czech Republic";"Středisko Severka";oZuyaXKP-13
SC2_G60;2;IST-11133;Germany;"DPSG Kempen";zu1TcUkH-14
SC2_G60;2;IST-17338;"United States";"Wiesbaden Troop";XAOoZlpk-3
SC2_G60;2;IST-17338;"United States";"Wiesbaden Troop";6PXTMWSa-2
SC2_G60;2;IST-17338;"United States";"Wiesbaden Troop";aZcxCyA0-1
SC2_G60;2;IST-87889;"United States";"Girl Scouts of the USA";ELBAvL6J-28
SC2_G60;2;IST-87889;"United States";"Girl Scouts of the USA";kRJCImIx-27
SC2_G60;2;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";Hl6uxDcv-6
SC2_G60;2;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";aYJIBMMg-7
SC2_G60;2;IST-11133;Germany;"DPSG Kempen";Y7qPmaip-15
SC2_G61;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";zzKHJvzy-5
SC2_G61;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";khAKwINE-6
SC2_G61;2;IST-18688;"Czech Republic";Core;y7cRN0eY-18
SC2_G61;2;IST-18688;"Czech Republic";Core;TC64WEmJ-17
SC2_G61;2;IST-19283;"Czech Republic";Stopaři;YG5uFQ10-12
SC2_G61;2;IST-11133;Germany;"DPSG Kempen";sLPth43N-32
SC2_G61;2;IST-11133;Germany;"DPSG Kempen";ID9fzycq-33
SC2_G61;2;IST-11133;Germany;"DPSG Kempen";lHmH6Rkq-97
SC2_G61;2;IST-11133;Germany;"DPSG Kempen";2E6p7Q8G-96
SC2_G61;2;IST-19283;"Czech Republic";Stopaři;spsSgY1T-11
SC2_G62;2;IST-87889;"United States";"Girl Scouts of the USA";Hie7GLVa-14
SC2_G62;2;IST-87889;"United States";"Girl Scouts of the USA";gmyPgeYk-13
SC2_G62;2;IST-19768;"United States";"Troop 681 Basel";BMr6LPsh-8
SC2_G62;2;IST-19768;"United States";"Troop 681 Basel";7CI7knGX-9
SC2_G62;2;IST-19596;"United States";"Troop 240";0pAcDX7l-4
SC2_G62;2;IST-19596;"United States";"Troop 240";58Z8Pk9v-5
SC2_G62;2;IST-11133;Germany;"DPSG Kempen";UXWaMUSp-75
SC2_G62;2;IST-11133;Germany;"DPSG Kempen";wdUG34ai-74
SC2_G62;2;IST-11217;Poland;"424 DS ""Żywioły""";u2OqRUL2-11
SC2_G62;2;IST-11217;Poland;"424 DS ""Żywioły""";OA6sRuAn-10
SC2_G63;2;IST-11133;Germany;"DPSG Kempen";j4j6Uxu5-98
SC2_G63;2;IST-97382;"The Netherlands";"Scouting Ewijk";JTzeWd6X-2
SC2_G63;2;IST-97382;"The Netherlands";"Scouting Ewijk";DEc7JmC8-1
SC2_G63;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";Lvfr4KE7-12
SC2_G63;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";OMozRNsO-11
SC2_G63;2;IST-11133;GB;"DPSG Kempen";rdVcutsj-166
SC2_G63;2;IST-11133;GB;"DPSG Kempen";oSthhlpM-167
SC2_G63;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";Jq9e8E9B-10
SC2_G63;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";DyElZLtv-11
SC2_G63;2;IST-11133;Germany;"DPSG Kempen";6JB23GV9-99
SC2_G64;2;IST-11133;Germany;"DPSG Kempen";bUZWxAjA-46
SC2_G64;2;IST-11133;Germany;"DPSG Kempen";m1k0Ts8m-47
SC2_G64;2;IST-10147;Poland;"Zawiercie 2";vC2xlvGg-7
SC2_G64;2;IST-83825;Poland;"FDDH 2";MMc9uqfv-1
SC2_G64;2;IST-83825;Poland;"FDDH 2";VLYbhMd0-2
SC2_G64;2;IST-46593;Germany;"DPSG Wegberg";YMOovqeO-22
SC2_G64;2;IST-46593;Germany;"DPSG Wegberg";lnHdktgf-21
SC2_G64;2;IST-10147;Poland;"Zawiercie 2";dqB38Xr1-6
SC2_G64;2;IST-83825;Poland;"FDDH 2";FWvU8G4u-3
SC2_G65;2;IST-33514;Poland;"FDDH 1";CrXrGAZy-4
SC2_G65;2;IST-11133;GB;"DPSG Kempen";EmnoqQRP-144
SC2_G65;2;IST-11133;GB;"DPSG Kempen";hapJQPSE-145
SC2_G65;2;IST-11133;Germany;"DPSG Kempen";qRJDW1Cj-100
SC2_G65;2;IST-11133;Germany;"DPSG Kempen";8xVXqeo7-101
SC2_G65;2;IST-64335;"Czech Republic";"Středisko Severka";zpJ0criP-15
SC2_G65;2;IST-64335;"Czech Republic";"Středisko Severka";g2h9y8lO-14
SC2_G65;2;IST-19283;"Czech Republic";Stopaři;TY7PiFnH-14
SC2_G65;2;IST-19283;"Czech Republic";Stopaři;NBpMrXnx-13
SC2_G65;2;IST-33514;Poland;"FDDH 1";WL9yFcTh-5
SC2_G66;2;IST-11133;Germany;"DPSG Kempen";1kmqJC6o-102
SC2_G66;2;IST-11133;Germany;"DPSG Kempen";hgeOg8i7-4
SC2_G66;2;IST-95976;Belgium;"Brussels Explorers";5roWTWb7-3
SC2_G66;2;IST-95976;Belgium;"Brussels Explorers";UWTjWwXK-4
SC2_G66;2;IST-17338;"United States";"Wiesbaden Troop";E2is6wJt-5
SC2_G66;2;IST-11133;Germany;"DPSG Kempen";3WUGSqtJ-5
SC2_G66;2;IST-84861;"Czech Republic";Třebechovice;L4qmsAGR-6
SC2_G66;2;IST-11133;Germany;"DPSG Kempen";4UFRDtmq-103
SC2_G66;2;IST-17338;"United States";"Wiesbaden Troop";URqOcPrt-4
SC2_G66;2;IST-84861;"Czech Republic";Třebechovice;nBOS4lhm-5
SC2_G67;2;IST-11133;Germany;"DPSG Kempen";MuRYBl0B-104
SC2_G67;2;IST-11133;Germany;"DPSG Kempen";6fx1JLBX-35
SC2_G67;2;IST-19596;"United States";"Troop 240";YUVOFqkF-6
SC2_G67;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";zpGjs8pX-8
SC2_G67;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";7Nbt7PqI-7
SC2_G67;2;IST-19596;"United States";"Troop 240";lwG4mnGk-7
SC2_G67;2;IST-11133;Germany;"DPSG Kempen";wSCPTRTd-105
SC2_G67;2;IST-11133;Germany;"DPSG Kempen";7arD2t6H-34
SC2_G67;2;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";dvjSSMjQ-9
SC2_G67;2;IST-96584;Germany;"DPSG St. Bonifatius Mannheim";jXZkD4X9-8
SC2_G68;2;IST-11133;Germany;"DPSG Kempen";al2QorgL-76
SC2_G68;2;IST-18688;"Czech Republic";Core;dtCcVqX6-19
SC2_G68;2;IST-18688;"Czech Republic";Core;VKQMM5ip-20
SC2_G68;2;IST-11217;Poland;"424 DS ""Żywioły""";ARXB78oU-12
SC2_G68;2;IST-87889;"United States";"Girl Scouts of the USA";al9L3cO4-16
SC2_G68;2;IST-87889;"United States";"Girl Scouts of the USA";WS0BzauO-15
SC2_G68;2;IST-11217;Poland;"424 DS ""Żywioły""";FspaX4n3-13
SC2_G68;2;IST-11133;Germany;"DPSG Kempen";bRdPhxSe-77
SC2_G68;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";t3hwqV0Z-13
SC2_G68;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";4GLLBs5w-12
SC2_G69;2;IST-83825;Poland;"FDDH 2";3mamtS3h-4
SC2_G69;2;IST-11133;Germany;"DPSG Kempen";1xoBK23m-106
SC2_G69;2;IST-83825;Poland;"FDDH 2";IDpxEkCm-5
SC2_G69;2;IST-19768;"United States";"Troop 681 Basel";I3lv2dZx-11
SC2_G69;2;IST-19768;"United States";"Troop 681 Basel";u22o7Nwo-10
SC2_G69;2;IST-11133;GB;"DPSG Kempen";y65RNQyf-168
SC2_G69;2;IST-11133;GB;"DPSG Kempen";mh8m3WLW-169
SC2_G69;2;IST-11133;Germany;"DPSG Kempen";zYzJJZgQ-107
SC2_G69;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";V6AxolSc-14
SC2_G69;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";FonYGy3z-13
SC2_G70;2;IST-11133;Germany;"DPSG Kempen";72xcUmrz-108
SC2_G70;2;IST-46593;Germany;"DPSG Wegberg";uKPE3HVm-23
SC2_G70;2;IST-46593;Germany;"DPSG Wegberg";KHNL3zku-24
SC2_G70;2;IST-97382;"The Netherlands";"Scouting Ewijk";hzyQ2Tma-3
SC2_G70;2;IST-11133;Germany;"DPSG Kempen";TR9ZWcVU-7
SC2_G70;2;IST-33514;Poland;"FDDH 1";vfHnsfML-7
SC2_G70;2;IST-33514;Poland;"FDDH 1";cRTVYGEx-6
SC2_G70;2;IST-11133;Germany;"DPSG Kempen";frX7FyWH-109
SC2_G70;2;IST-97382;"The Netherlands";"Scouting Ewijk";bbLzB9BR-4
SC2_G70;2;IST-11133;Germany;"DPSG Kempen";Lu5HykoD-6
SC2_G71;2;IST-11133;Germany;"DPSG Kempen";KKszfgOF-36
SC2_G71;2;IST-11133;Germany;"DPSG Kempen";9PvLSkky-37
SC2_G71;2;IST-64944;"Czech Republic";Želivák;WrU7AyfU-2
SC2_G71;2;IST-11133;Germany;"DPSG Kempen";4U5UQJLh-110
SC2_G71;2;IST-64944;"Czech Republic";Želivák;I5DUvOxZ-1
SC2_G71;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";uROkYM2y-2
SC2_G71;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";67W8Hgjx-1
SC2_G71;2;IST-10147;Poland;"Zawiercie 2";bqhTRbMB-9
SC2_G71;2;IST-10147;Poland;"Zawiercie 2";RJ9KCnOA-8
SC2_G71;2;IST-11133;Germany;"DPSG Kempen";9FGpIdBg-111
SC2_G72;2;IST-11133;GB;"DPSG Kempen";Xh0TH8hk-146
SC2_G72;2;IST-17338;"United States";"Wiesbaden Troop";sUy7pimt-6
SC2_G72;2;IST-19596;"United States";"Troop 240";JZlwosSI-8
SC2_G72;2;IST-17338;"United States";"Wiesbaden Troop";fuUhOW46-7
SC2_G72;2;IST-19596;"United States";"Troop 240";rGAG3EA2-9
SC2_G72;2;IST-11133;Germany;"DPSG Kempen";cmodak1o-112
SC2_G72;2;IST-11133;Germany;"DPSG Kempen";Tu1zVYZa-113
SC2_G72;2;IST-84861;"Czech Republic";Třebechovice;x1t61uia-8
SC2_G72;2;IST-11133;GB;"DPSG Kempen";ZZTkPEJl-147
SC2_G72;2;IST-84861;"Czech Republic";Třebechovice;i2253IET-7
SC2_G73;2;IST-87889;"United States";"Girl Scouts of the USA";MndrJg26-17
SC2_G73;2;IST-11133;Germany;"DPSG Kempen";BqPxTxTB-78
SC2_G73;2;IST-95976;Belgium;"Brussels Explorers";H2Wbgweo-6
SC2_G73;2;IST-11133;Germany;"DPSG Kempen";ipFxRCqi-79
SC2_G73;2;IST-95976;Belgium;"Brussels Explorers";5hhGNMS3-5
SC2_G73;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";jDT0Vutc-15
SC2_G73;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";9IutOpGV-14
SC2_G73;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";5OdThXmW-9
SC2_G73;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";OePrtDMf-10
SC2_G73;2;IST-87889;"United States";"Girl Scouts of the USA";qtUKPu8B-18
SC2_G74;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";MZu4hSBg-16
SC2_G74;2;IST-83825;Poland;"FDDH 2";f2tIgVUU-7
SC2_G74;2;IST-11133;Germany;"DPSG Kempen";LJJgMR1K-81
SC2_G74;2;IST-20570;Poland;Granda;op2Dvflh-2
SC2_G74;2;IST-20570;Poland;Granda;j7LF6D6C-1
SC2_G74;2;IST-11133;Germany;"DPSG Kempen";BJK0nStd-80
SC2_G74;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";w7zF9m0u-15
SC2_G74;2;IST-46593;Germany;"DPSG Wegberg";k51GzZuf-2
SC2_G74;2;IST-46593;Germany;"DPSG Wegberg";fwdEvDRT-1
SC2_G74;2;IST-83825;Poland;"FDDH 2";Fs91TeNC-6
SC2_G75;2;IST-12285;"Czech Republic";Goliath;EOTzvJMt-1
SC2_G75;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";4uLsaaQE-4
SC2_G75;2;IST-11133;GB;"DPSG Kempen";xEQi4YaD-170
SC2_G75;2;IST-11133;GB;"DPSG Kempen";8tm2hrYE-171
SC2_G75;2;IST-11133;Germany;"DPSG Kempen";iNIdrePe-115
SC2_G75;2;IST-11133;Germany;"DPSG Kempen";Twx5dK4f-114
SC2_G75;2;IST-12285;"Czech Republic";Goliath;tlYKR95g-2
SC2_G75;2;IST-33514;Poland;"FDDH 1";34L5kvrK-8
SC2_G75;2;IST-33514;Poland;"FDDH 1";PVrqiQE6-9
SC2_G75;2;IST-23514;"Czech Republic";"Junák Kostelec nad Orlicí";paX2Jtpz-3
SC2_G76;2;IST-19768;"United States";"Troop 681 Basel";J3Tg5Gke-13
SC2_G76;2;IST-46593;Germany;"DPSG Wegberg";6JyNIq6x-26
SC2_G76;2;IST-46593;Germany;"DPSG Wegberg";L3mdWl0B-25
SC2_G76;2;IST-11133;Germany;"DPSG Kempen";kDlyej0u-9
SC2_G76;2;IST-11133;Germany;"DPSG Kempen";qgfiSlx0-117
SC2_G76;2;IST-11133;Germany;"DPSG Kempen";9Vdklrvd-116
SC2_G76;2;IST-11133;Germany;"DPSG Kempen";fLjtjozO-8
SC2_G76;2;IST-84861;"Czech Republic";Třebechovice;UE2q4Sab-10
SC2_G76;2;IST-84861;"Czech Republic";Třebechovice;upe6aOCH-9
SC2_G76;2;IST-19768;"United States";"Troop 681 Basel";5r4VO790-12
SC2_G77;2;IST-64944;"Czech Republic";Želivák;xkJUfbJd-4
SC2_G77;2;IST-19596;"United States";"Troop 240";g5MRpZVY-11
SC2_G77;2;IST-11133;Germany;"DPSG Kempen";zVc0oYh5-118
SC2_G77;2;IST-97382;"The Netherlands";"Scouting Ewijk";dO0sb3x4-6
SC2_G77;2;IST-11133;Germany;"DPSG Kempen";UNYVbJR2-119
SC2_G77;2;IST-11133;Germany;"DPSG Kempen";MYhAkBUW-39
SC2_G77;2;IST-11133;Germany;"DPSG Kempen";IkP8xZAJ-38
SC2_G77;2;IST-97382;"The Netherlands";"Scouting Ewijk";2p1RKXNd-5
SC2_G77;2;IST-19596;"United States";"Troop 240";sPyxs8n4-10
SC2_G77;2;IST-64944;"Czech Republic";Želivák;PnwCGa3t-3
SC2_G78;2;IST-10147;Poland;"Zawiercie 2";ZVCNroqq-10
SC2_G78;2;IST-87889;"United States";"Girl Scouts of the USA";COHzn4vt-19
SC2_G78;2;IST-87889;"United States";"Girl Scouts of the USA";rBPLsbn0-20
SC2_G78;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";agePciFn-17
SC2_G78;2;IST-10208;"The Netherlands";"Scouting St. Martinus Beek";sa6eIHhZ-16
SC2_G78;2;IST-17338;"United States";"Wiesbaden Troop";LKjPVE3l-8
SC2_G78;2;IST-11133;Germany;"DPSG Kempen";n117M9wY-82
SC2_G78;2;IST-11133;Germany;"DPSG Kempen";VN2Ua4ed-83
SC2_G78;2;IST-17338;"United States";"Wiesbaden Troop";vsBesoiW-9
SC2_G78;2;IST-10147;Poland;"Zawiercie 2";uM4a48KV-11
SC2_G79;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";vzxykJXR-12
SC2_G79;2;IST-85959;"The Netherlands";"St.Scouting Saffatin Maurik";EiVkCPVr-11
SC2_G79;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";Dqq9UH5Q-18
SC2_G79;2;IST-11133;GB;"DPSG Kempen";tzbkWqov-148
SC2_G79;2;IST-65379;"The Netherlands";"Scouting Johannes Vianney";eQQYTuqx-17
SC2_G79;2;IST-11133;Germany;"DPSG Kempen";aChlRAFa-120
SC2_G79;2;IST-11133;Germany;"DPSG Kempen";KOMkSHDE-121
SC2_G79;2;IST-11133;GB;"DPSG Kempen";MSju0urm-149
SC2_G79;2;IST-83825;Poland;"FDDH 2";kILFhILw-8
SC2_G79;2;IST-83825;Poland;"FDDH 2";R2WGv1UJ-9
SC2_G80;2;IST-11133;Germany;"DPSG Kempen";d7gvSY4j-123
SC2_G80;2;IST-95976;Belgium;"Brussels Explorers";2tj9wiNI-7
SC2_G80;2;IST-95976;Belgium;"Brussels Explorers";OjPJDDen-8
SC2_G80;2;IST-33514;Poland;"FDDH 1";sCPQ8b5t-11
SC2_G80;2;IST-11133;Germany;"DPSG Kempen";IG2O8ljS-122
SC2_G80;2;IST-20570;Poland;Granda;zFT2ERwY-4
SC2_G80;2;IST-20570;Poland;Granda;hXcVPpDy-3
SC2_G80;2;IST-11133;Germany;"DPSG Kempen";vUb8Oc1p-10
SC2_G80;2;IST-11133;Germany;"DPSG Kempen";7Zzeh7Ya-11
SC2_G80;2;IST-33514;Poland;"FDDH 1";pyccVQ94-10
